,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
1390,Pseudomonas~phage~H70,Caudovirales,Siphoviridae,Casadabanvirus,194_0,Clustered,19,VC_194_0,19,0.8436,1.0,0.8436,2,1,1,1.0
1391,Pseudomonas~phage~JBD18,Caudovirales,Siphoviridae,Beetrevirus,193_0,Clustered,5,VC_193_0,5,0.3079,0.99999985,0.3079,2,1,1,1.0
1392,Pseudomonas~phage~JBD24,Caudovirales,Siphoviridae,Casadabanvirus,194_0,Clustered,19,VC_194_0,19,0.8436,1.0,0.8436,2,1,1,1.0
1393,Pseudomonas~phage~JBD25,Caudovirales,Siphoviridae,Unassigned,193_0,Clustered,5,VC_193_0,5,0.3079,0.99999985,0.3079,2,1,1,1.0
1394,Pseudomonas~phage~JBD30,Caudovirales,Siphoviridae,Casadabanvirus,194_0,Clustered,19,VC_194_0,19,0.8436,1.0,0.8436,2,1,1,1.0
1395,Pseudomonas~phage~JBD44,Caudovirales,Siphoviridae,Unassigned,40_1,Clustered/Singleton,1,VC_40_1,1,0.0,0.0,0.0,1,1,1,1.0
1396,Pseudomonas~phage~JBD5,Caudovirales,Siphoviridae,Casadabanvirus,194_0,Clustered,19,VC_194_0,19,0.8436,1.0,0.8436,2,1,1,1.0
1397,Pseudomonas~phage~JBD67,Caudovirales,Siphoviridae,Beetrevirus,193_0,Clustered,5,VC_193_0,5,0.3079,0.99999985,0.3079,2,1,1,1.0
1398,Pseudomonas~phage~JBD69,Caudovirales,Siphoviridae,Casadabanvirus,194_0,Clustered,19,VC_194_0,19,0.8436,1.0,0.8436,2,1,1,1.0
1399,Pseudomonas~phage~JBD88a,Caudovirales,Siphoviridae,Casadabanvirus,194_0,Clustered,19,VC_194_0,19,0.8436,1.0,0.8436,2,1,1,1.0
1400,Pseudomonas~phage~JBD93,Caudovirales,Siphoviridae,Casadabanvirus,194_0,Clustered,19,VC_194_0,19,0.8436,1.0,0.8436,2,1,1,1.0
1401,Pseudomonas~phage~JD024,Caudovirales,Siphoviridae,Casadabanvirus,194_0,Clustered,19,VC_194_0,19,0.8436,1.0,0.8436,2,1,1,1.0
1402,Pseudomonas~phage~JG004,Caudovirales,Myoviridae,Pakpunavirus,43_0,Clustered,15,VC_43_0,15,0.6776,1.0,0.6776,1,1,1,1.0
1403,Pseudomonas~phage~JG024,Caudovirales,Myoviridae,Pbunavirus,189_0,Clustered,18,VC_189_0,18,0.8787,1.0,0.8787,1,1,1,1.0
1404,Pseudomonas~phage~K5,Caudovirales,Myoviridae,Pakpunavirus,43_0,Clustered,15,VC_43_0,15,0.6776,1.0,0.6776,1,1,1,1.0
1405,Pseudomonas~phage~K8,Caudovirales,Myoviridae,Pakpunavirus,43_0,Clustered,15,VC_43_0,15,0.6776,1.0,0.6776,1,1,1,1.0
1406,Pseudomonas~phage~KPP12,Caudovirales,Myoviridae,Pbunavirus,189_0,Clustered,18,VC_189_0,18,0.8787,1.0,0.8787,1,1,1,1.0
1407,Pseudomonas~phage~KPP21,Caudovirales,Podoviridae,Luz7virus,8_0,Clustered,2,VC_8_0,2,0.1076,0.90867507,0.0977,1,1,1,1.0
1408,Pseudomonas~phage~KPP25,Caudovirales,Podoviridae,Kpp25virus,331_0,Clustered,2,VC_331_0,2,1.0,0.0,0.0,1,1,1,1.0
1409,Pseudomonas~phage~LBL3,Caudovirales,Myoviridae,Pbunavirus,189_0,Clustered,18,VC_189_0,18,0.8787,1.0,0.8787,1,1,1,1.0
1410,Pseudomonas~phage~LIT1,Caudovirales,Podoviridae,Lit1virus,13_0,Clustered,9,VC_13_0,9,0.6195,1.0,0.6195,2,1,1,1.0
1411,Pseudomonas~phage~LKD16,Caudovirales,Podoviridae,Phikmvvirus,255_0,Clustered,11,VC_255_0,11,0.7133,1.0,0.7133,1,1,1,1.0
1412,Pseudomonas~phage~LKO4,Caudovirales,Siphoviridae,Yuavirus,2_0,Clustered,5,VC_2_0,5,0.5068,0.99999986,0.5068,1,1,1,1.0
1413,Pseudomonas~phage~LMA2,Caudovirales,Myoviridae,Pbunavirus,189_0,Clustered,18,VC_189_0,18,0.8787,1.0,0.8787,1,1,1,1.0
1414,Pseudomonas~phage~LUZ19,Caudovirales,Podoviridae,Phikmvvirus,255_0,Clustered,11,VC_255_0,11,0.7133,1.0,0.7133,1,1,1,1.0
1415,Pseudomonas~phage~LUZ7,Caudovirales,Podoviridae,Luz7virus,8_0,Clustered,2,VC_8_0,2,0.1076,0.90867507,0.0977,1,1,1,1.0
1416,Pseudomonas~phage~Lu11,Caudovirales,Myoviridae,Unassigned,332_0,Clustered,2,VC_332_0,2,0.6986,0.33333333,0.2329,1,1,1,1.0
1417,Pseudomonas~phage~MD8,Caudovirales,Siphoviridae,Unassigned,252_0,Clustered,3,VC_252_0,3,0.7597,0.99754902,0.7578,1,1,1,1.0
1418,Pseudomonas~phage~MP1412,Caudovirales,Siphoviridae,Yuavirus,2_0,Clustered,5,VC_2_0,5,0.5068,0.99999986,0.5068,1,1,1,1.0
1419,Pseudomonas~phage~MP42,Caudovirales,Siphoviridae,Casadabanvirus,194_0,Clustered,19,VC_194_0,19,0.8436,1.0,0.8436,2,1,1,1.0
1420,Pseudomonas~phage~MP48,Caudovirales,Siphoviridae,Casadabanvirus,194_0,Clustered,19,VC_194_0,19,0.8436,1.0,0.8436,2,1,1,1.0
1421,Pseudomonas~phage~MPK6,Caudovirales,Podoviridae,Phikmvvirus,255_0,Clustered,11,VC_255_0,11,0.7133,1.0,0.7133,1,1,1,1.0
1422,Pseudomonas~phage~MPK7,Caudovirales,Podoviridae,Phikmvvirus,255_0,Clustered,11,VC_255_0,11,0.7133,1.0,0.7133,1,1,1,1.0
1423,Pseudomonas~phage~NH-4,Caudovirales,Myoviridae,Pbunavirus,189_0,Clustered,18,VC_189_0,18,0.8787,1.0,0.8787,1,1,1,1.0
1424,Pseudomonas~phage~NV1,Caudovirales,Podoviridae,Vicosavirus,220_0,Clustered,12,VC_220_0,12,0.947,1.0,0.947,5,1,1,1.0
1425,Pseudomonas~phage~Noxifer,Caudovirales,Myoviridae,Noxifervirus,238_2,Clustered/Singleton,1,VC_238_2,1,0.0,0.0,0.0,1,1,1,1.0
1426,Pseudomonas~phage~O4,Unassigned,Unassigned,Unassigned,206_0,Clustered,4,VC_206_0,4,0.6762,0.99990619,0.6761,1,3,2,1.0
1427,Pseudomonas~phage~OBP,Caudovirales,Myoviridae,Unassigned,239_1,Clustered,3,VC_239_1,3,0.1344,0.99202848,0.1333,3,1,1,0.6667
1428,Pseudomonas~phage~PA10,Caudovirales,Myoviridae,Pakpunavirus,43_0,Clustered,15,VC_43_0,15,0.6776,1.0,0.6776,1,1,1,1.0
1429,Pseudomonas~phage~PA11,Caudovirales,Myoviridae,Unassigned,206_0,Clustered,4,VC_206_0,4,0.6762,0.99990619,0.6761,1,3,2,1.0
1430,Pseudomonas~phage~PA26,Caudovirales,Podoviridae,Lit1virus,13_0,Clustered,9,VC_13_0,9,0.6195,1.0,0.6195,2,1,1,1.0
1431,Pseudomonas~phage~PA5,Caudovirales,Myoviridae,Pbunavirus,189_0,Clustered,18,VC_189_0,18,0.8787,1.0,0.8787,1,1,1,1.0
1432,Pseudomonas~phage~PA7,Caudovirales,Myoviridae,Phikzvirus,238_0,Clustered,3,VC_238_0,3,0.1682,0.99657854,0.1677,1,1,1,1.0
1433,Pseudomonas~phage~PAE1,Caudovirales,Siphoviridae,Yuavirus,2_0,Clustered,5,VC_2_0,5,0.5068,0.99999986,0.5068,1,1,1,1.0
1434,Pseudomonas~phage~PAJU2,Caudovirales,Siphoviridae,Unassigned,40_3,Clustered/Singleton,1,VC_40_3,1,0.0,0.0,0.0,1,1,1,1.0
1435,Pseudomonas~phage~PAK_P1,Caudovirales,Myoviridae,Pakpunavirus,43_0,Clustered,15,VC_43_0,15,0.6776,1.0,0.6776,1,1,1,1.0
1436,Pseudomonas~phage~PAK_P2,Caudovirales,Myoviridae,Pakpunavirus,43_0,Clustered,15,VC_43_0,15,0.6776,1.0,0.6776,1,1,1,1.0
1437,Pseudomonas~phage~PAK_P4,Caudovirales,Myoviridae,Pakpunavirus,43_0,Clustered,15,VC_43_0,15,0.6776,1.0,0.6776,1,1,1,1.0
1438,Pseudomonas~phage~PB1,Caudovirales,Myoviridae,Pbunavirus,189_0,Clustered,18,VC_189_0,18,0.8787,1.0,0.8787,1,1,1,1.0
1439,Pseudomonas~phage~PEV2,Caudovirales,Podoviridae,Lit1virus,13_0,Clustered,9,VC_13_0,9,0.6195,1.0,0.6195,2,1,1,1.0
1440,Pseudomonas~phage~PP7,Unassigned,Leviviridae,Unassigned,205_0,Clustered,2,VC_205_0,2,0.0769,0.0,0.0,1,1,1,1.0
1441,Pseudomonas~phage~PPPL-1,Caudovirales,Podoviridae,Teseptimavirus,218_0,Clustered,60,VC_218_0,60,0.9833,1.0,0.9833,4,1,1,1.0
1442,Pseudomonas~phage~PPpW-3,Caudovirales,Myoviridae,Jilinvirus,60_0,Clustered,5,VC_60_0,5,0.3466,0.99999989,0.3466,2,1,1,1.0
1443,Pseudomonas~phage~PPpW-4,Caudovirales,Podoviridae,Teseptimavirus,218_0,Clustered,60,VC_218_0,60,0.9833,1.0,0.9833,4,1,1,1.0
1444,Pseudomonas~phage~PRR1,Unassigned,Leviviridae,Levivirus,204_0,Clustered,4,VC_204_0,4,0.6475,0.99999424,0.6475,1,1,1,1.0
1445,Pseudomonas~phage~PT2,Caudovirales,Podoviridae,Phikmvvirus,255_0,Clustered,11,VC_255_0,11,0.7133,1.0,0.7133,1,1,1,1.0
1446,Pseudomonas~phage~Pa2,Caudovirales,Podoviridae,Litunavirus,13_0,Clustered,9,VC_13_0,9,0.6195,1.0,0.6195,2,1,1,1.0
1447,Pseudomonas~phage~PaBG,Caudovirales,Myoviridae,Unassigned,332_0,Clustered,2,VC_332_0,2,0.6986,0.33333333,0.2329,1,1,1,1.0
1448,Pseudomonas~phage~PaMx42,Caudovirales,Siphoviridae,Septimatrevirus,1_0,Clustered,12,VC_1_0,12,0.7004,1.0,0.7004,4,1,1,1.0
1449,Pseudomonas~phage~PaP1,Caudovirales,Myoviridae,Pakpunavirus,43_0,Clustered,15,VC_43_0,15,0.6776,1.0,0.6776,1,1,1,1.0
1450,Pseudomonas~phage~PaP2,Caudovirales,Podoviridae,Unassigned,334_0,Clustered,2,VC_334_0,2,1.0,0.0,0.0,1,1,1,1.0
1451,Pseudomonas~phage~PaoP5,Caudovirales,Myoviridae,Pakpunavirus,43_0,Clustered,15,VC_43_0,15,0.6776,1.0,0.6776,1,1,1,1.0
1452,Pseudomonas~phage~Pf-10,Caudovirales,Podoviridae,Teseptimavirus,218_0,Clustered,60,VC_218_0,60,0.9833,1.0,0.9833,4,1,1,1.0
1453,Pseudomonas~phage~Phi-S1,Caudovirales,Podoviridae,Teseptimavirus,218_0,Clustered,60,VC_218_0,60,0.9833,1.0,0.9833,4,1,1,1.0
1454,Pseudomonas~phage~PhiCHU,Caudovirales,Podoviridae,Luz24virus,220_0,Clustered,12,VC_220_0,12,0.947,1.0,0.947,5,1,1,1.0
1455,Pseudomonas~phage~PhiPA3,Caudovirales,Myoviridae,Phikzvirus,238_1,Clustered,2,VC_238_1,2,0.0711,0.87127644,0.0619,1,1,1,0.0
1456,Pseudomonas~phage~PollyC,Caudovirales,Podoviridae,Pollyceevirus,65_0,Clustered,15,VC_65_0,15,0.7261,1.0,0.7261,6,1,1,1.0
1457,Pseudomonas~phage~SL2,Caudovirales,Myoviridae,Phikzvirus,238_0,Clustered,3,VC_238_0,3,0.1682,0.99657854,0.1677,1,1,1,1.0
1458,Pseudomonas~phage~SN,Caudovirales,Myoviridae,Pbunavirus,189_0,Clustered,18,VC_189_0,18,0.8787,1.0,0.8787,1,1,1,1.0
1459,Pseudomonas~phage~TL,Caudovirales,Podoviridae,Luz24virus,220_0,Clustered,12,VC_220_0,12,0.947,1.0,0.947,5,1,1,1.0
1460,Pseudomonas~phage~UFV-P2,Caudovirales,Podoviridae,Vicosavirus,220_0,Clustered,12,VC_220_0,12,0.947,1.0,0.947,5,1,1,1.0
1461,Pseudomonas~phage~VCM,Caudovirales,Myoviridae,Otagovirus,45_1,Clustered,2,VC_45_1,2,0.057,0.90619176,0.0517,1,1,1,1.0
1462,Pseudomonas~phage~VSW-3,Caudovirales,Podoviridae,Napahaivirus,65_0,Clustered,15,VC_65_0,15,0.7261,1.0,0.7261,6,1,1,1.0
1463,Pseudomonas~phage~YH30,Caudovirales,Podoviridae,Litunavirus,13_0,Clustered,9,VC_13_0,9,0.6195,1.0,0.6195,2,1,1,1.0
1464,Pseudomonas~phage~YH6,Caudovirales,Podoviridae,Litunavirus,13_0,Clustered,9,VC_13_0,9,0.6195,1.0,0.6195,2,1,1,1.0
1465,Pseudomonas~phage~YMC11/02/R656,Caudovirales,Siphoviridae,Unassigned,40_4,Clustered/Singleton,1,VC_40_4,1,0.0,0.0,0.0,1,1,1,1.0
1466,Pseudomonas~phage~YMC11/07/P54_PAE_BP,Caudovirales,Siphoviridae,Unassigned,40_0,Clustered,2,VC_40_0,2,0.2572,0.89426401,0.23,1,1,1,1.0
1467,Pseudomonas~phage~Zigelbrucke,Caudovirales,Myoviridae,Pakpunavirus,43_0,Clustered,15,VC_43_0,15,0.6776,1.0,0.6776,1,1,1,1.0
1468,Pseudomonas~phage~nickie,Caudovirales,Siphoviridae,Nickievirus,135_0,Clustered,3,VC_135_0,3,0.9274,0.96428571,0.8943,1,1,1,1.0
1469,Pseudomonas~phage~phi12,Unassigned,Cystoviridae,Cystovirus,336_0,Clustered,2,VC_336_0,2,0.5571,0.33333333,0.1857,1,1,1,1.0
1470,Pseudomonas~phage~phi13,Unassigned,Cystoviridae,Cystovirus,335_0,Clustered,2,VC_335_0,2,0.5354,0.79695985,0.4267,1,1,1,1.0
1471,Pseudomonas~phage~phi15,Caudovirales,Podoviridae,Teseptimavirus,218_0,Clustered,60,VC_218_0,60,0.9833,1.0,0.9833,4,1,1,1.0
1472,Pseudomonas~phage~phi2,Caudovirales,Siphoviridae,Unassigned,252_0,Clustered,3,VC_252_0,3,0.7597,0.99754902,0.7578,1,1,1,1.0
1473,Pseudomonas~phage~phi2954,Unassigned,Cystoviridae,Cystovirus,336_0,Clustered,2,VC_336_0,2,0.5571,0.33333333,0.1857,1,1,1,1.0
1474,Pseudomonas~phage~phi297,Caudovirales,Siphoviridae,Unassigned,40_0,Clustered,2,VC_40_0,2,0.2572,0.89426401,0.23,1,1,1,1.0
1475,Pseudomonas~phage~phi3,Caudovirales,Myoviridae,Hpunavirus,69_0,Clustered,7,VC_69_0,7,0.562,1.0,0.562,2,1,1,1.0
1476,Pseudomonas~phage~phiIBB-PAA2,Caudovirales,Podoviridae,Luz24virus,220_0,Clustered,12,VC_220_0,12,0.947,1.0,0.947,5,1,1,1.0
1477,Pseudomonas~phage~phiIBB-PF7A,Caudovirales,Podoviridae,Teseptimavirus,218_0,Clustered,60,VC_218_0,60,0.9833,1.0,0.9833,4,1,1,1.0
1478,Pseudomonas~phage~phiKMV,Caudovirales,Podoviridae,Phikmvvirus,255_0,Clustered,11,VC_255_0,11,0.7133,1.0,0.7133,1,1,1,1.0
1479,Pseudomonas~phage~phiKTN6,Caudovirales,Myoviridae,Pbunavirus,189_0,Clustered,18,VC_189_0,18,0.8787,1.0,0.8787,1,1,1,1.0
1480,Pseudomonas~phage~phiMK,Caudovirales,Myoviridae,Pakpunavirus,43_0,Clustered,15,VC_43_0,15,0.6776,1.0,0.6776,1,1,1,1.0
1481,Pseudomonas~phage~phiNN,Unassigned,Cystoviridae,Cystovirus,337_0,Clustered,2,VC_337_0,2,0.6548,0.73644752,0.4823,1,1,1,1.0
1482,Pseudomonas~phage~phiPMW,Caudovirales,Myoviridae,Plaisancevirus,47_0,Clustered/Singleton,1,VC_47_0,1,0.0,0.0,0.0,1,1,1,1.0
1483,Pseudomonas~phage~phiPSA2,Caudovirales,Podoviridae,Teseptimavirus,218_0,Clustered,60,VC_218_0,60,0.9833,1.0,0.9833,4,1,1,1.0
1484,Pseudomonas~phage~phiPsa374,Caudovirales,Myoviridae,Otagovirus,45_1,Clustered,2,VC_45_1,2,0.057,0.90619176,0.0517,1,1,1,1.0
1485,Pseudomonas~phage~phiPto-bp6g,Caudovirales,Siphoviridae,Unassigned,47_1,Clustered/Singleton,1,VC_47_1,1,0.0,0.0,0.0,1,1,1,1.0
1486,Pseudomonas~phage~phiR18,Caudovirales,Podoviridae,Kpp25virus,331_0,Clustered,2,VC_331_0,2,1.0,0.0,0.0,1,1,1,1.0
1487,Pseudomonas~phage~phiYY,Unassigned,Cystoviridae,Cystovirus,335_0,Clustered,2,VC_335_0,2,0.5354,0.79695985,0.4267,1,1,1,1.0
1488,Pseudomonas~phage~phikF77,Caudovirales,Podoviridae,Phikmvvirus,255_0,Clustered,11,VC_255_0,11,0.7133,1.0,0.7133,1,1,1,1.0
1489,Pseudomonas~phage~tf,Caudovirales,Podoviridae,Krylovvirus,220_0,Clustered,12,VC_220_0,12,0.947,1.0,0.947,5,1,1,1.0
1490,Pseudomonas~phage~vB_Pae-Kakheti25,Caudovirales,Siphoviridae,Septima3virus,1_0,Clustered,12,VC_1_0,12,0.7004,1.0,0.7004,4,1,1,1.0
1491,Pseudomonas~phage~vB_Pae-TbilisiM32,Caudovirales,Podoviridae,Phikmvvirus,255_0,Clustered,11,VC_255_0,11,0.7133,1.0,0.7133,1,1,1,1.0
1492,Pseudomonas~phage~vB_PaeM_C2-10_Ab02,Caudovirales,Myoviridae,Pakpunavirus,43_0,Clustered,15,VC_43_0,15,0.6776,1.0,0.6776,1,1,1,1.0
1493,Pseudomonas~phage~vB_PaeM_C2-10_Ab1,Caudovirales,Myoviridae,Pakpunavirus,43_0,Clustered,15,VC_43_0,15,0.6776,1.0,0.6776,1,1,1,1.0
1494,Pseudomonas~phage~vB_PaeM_CEB_DP1,Caudovirales,Myoviridae,Pbunavirus,189_0,Clustered,18,VC_189_0,18,0.8787,1.0,0.8787,1,1,1,1.0
1495,Pseudomonas~phage~vB_PaeM_E215,Caudovirales,Myoviridae,Pbunavirus,189_0,Clustered,18,VC_189_0,18,0.8787,1.0,0.8787,1,1,1,1.0
1496,Pseudomonas~phage~vB_PaeM_E217,Caudovirales,Myoviridae,Pbunavirus,189_0,Clustered,18,VC_189_0,18,0.8787,1.0,0.8787,1,1,1,1.0
1497,Pseudomonas~phage~vB_PaeM_MAG1,Caudovirales,Myoviridae,Pakpunavirus,43_0,Clustered,15,VC_43_0,15,0.6776,1.0,0.6776,1,1,1,1.0
1498,Pseudomonas~phage~vB_PaeM_PAO1_Ab27,Caudovirales,Myoviridae,Pbunavirus,189_0,Clustered,18,VC_189_0,18,0.8787,1.0,0.8787,1,1,1,1.0
1499,Pseudomonas~phage~vB_PaeP_C2-10_Ab09,Caudovirales,Podoviridae,Lit1virus,13_0,Clustered,9,VC_13_0,9,0.6195,1.0,0.6195,2,1,1,1.0
1500,Pseudomonas~phage~vB_PaeP_C2-10_Ab22,Caudovirales,Podoviridae,Luz24virus,220_0,Clustered,12,VC_220_0,12,0.947,1.0,0.947,5,1,1,1.0
1501,Pseudomonas~phage~vB_PaeP_MAG4,Caudovirales,Podoviridae,Litunavirus,13_0,Clustered,9,VC_13_0,9,0.6195,1.0,0.6195,2,1,1,1.0
1502,Pseudomonas~phage~vB_PaeP_PAO1_Ab05,Caudovirales,Podoviridae,Phikmvvirus,255_0,Clustered,11,VC_255_0,11,0.7133,1.0,0.7133,1,1,1,1.0
1503,Pseudomonas~phage~vB_PaeP_PPA-ABTNL,Caudovirales,Podoviridae,Phikmvvirus,255_0,Clustered,11,VC_255_0,11,0.7133,1.0,0.7133,1,1,1,1.0
1504,Pseudomonas~phage~vB_PaeP_p2-10_Or1,Caudovirales,Podoviridae,Bruynoghevirus,220_0,Clustered,12,VC_220_0,12,0.947,1.0,0.947,5,1,1,1.0
1505,Pseudomonas~phage~vB_PaeS_PAO1_Ab30,Caudovirales,Siphoviridae,Casadabanvirus,194_0,Clustered,19,VC_194_0,19,0.8436,1.0,0.8436,2,1,1,1.0
1506,Pseudomonas~phage~vB_PaeS_PM105,Caudovirales,Siphoviridae,Beetrevirus,193_0,Clustered,5,VC_193_0,5,0.3079,0.99999985,0.3079,2,1,1,1.0
1507,Pseudomonas~phage~vB_PaeS_SCH_Ab26,Caudovirales,Siphoviridae,Septima3virus,1_0,Clustered,12,VC_1_0,12,0.7004,1.0,0.7004,4,1,1,1.0
1508,Pseudomonas~phage~vB_Pae_PS44,Caudovirales,Myoviridae,Pbunavirus,189_0,Clustered,18,VC_189_0,18,0.8787,1.0,0.8787,1,1,1,1.0
1509,Pseudomonas~phage~vB_PsyM_KIL1,Caudovirales,Myoviridae,Flaumdravirus,45_0,Clustered,2,VC_45_0,2,0.0715,0.9058056,0.0647,1,1,1,1.0
1510,Pseudomonas~phage~vB_PsyM_KIL4,Caudovirales,Myoviridae,Flaumdravirus,45_0,Clustered,2,VC_45_0,2,0.0715,0.9058056,0.0647,1,1,1,1.0
1511,Pseudomonas~virus~119X,Caudovirales,Podoviridae,Unassigned,334_0,Clustered,2,VC_334_0,2,1.0,0.0,0.0,1,1,1,1.0
1512,Pseudomonas~virus~D3,Caudovirales,Siphoviridae,D3virus,40_2,Clustered,2,VC_40_2,2,0.2632,0.94736842,0.2494,1,1,1,1.0
1513,Pseudomonas~virus~D3112,Caudovirales,Siphoviridae,D3112virus,194_0,Clustered,19,VC_194_0,19,0.8436,1.0,0.8436,2,1,1,1.0
1514,Pseudomonas~virus~DMS3,Caudovirales,Siphoviridae,D3112virus,194_0,Clustered,19,VC_194_0,19,0.8436,1.0,0.8436,2,1,1,1.0
1515,Pseudomonas~virus~FHA0480,Caudovirales,Siphoviridae,D3112virus,194_0,Clustered,19,VC_194_0,19,0.8436,1.0,0.8436,2,1,1,1.0
1516,Pseudomonas~virus~LPB1,Caudovirales,Siphoviridae,D3112virus,194_0,Clustered,19,VC_194_0,19,0.8436,1.0,0.8436,2,1,1,1.0
1517,Pseudomonas~virus~LUZ24,Caudovirales,Podoviridae,Luz24virus,220_0,Clustered,12,VC_220_0,12,0.947,1.0,0.947,5,1,1,1.0
1518,Pseudomonas~virus~M6,Caudovirales,Siphoviridae,Yuavirus,2_0,Clustered,5,VC_2_0,5,0.5068,0.99999986,0.5068,1,1,1,1.0
1519,Pseudomonas~virus~MP22,Caudovirales,Siphoviridae,D3112virus,194_0,Clustered,19,VC_194_0,19,0.8436,1.0,0.8436,2,1,1,1.0
1520,Pseudomonas~virus~MP29,Caudovirales,Siphoviridae,D3112virus,194_0,Clustered,19,VC_194_0,19,0.8436,1.0,0.8436,2,1,1,1.0
1521,Pseudomonas~virus~MP38,Caudovirales,Siphoviridae,D3112virus,194_0,Clustered,19,VC_194_0,19,0.8436,1.0,0.8436,2,1,1,1.0
1522,Pseudomonas~virus~PA1KOR,Caudovirales,Siphoviridae,D3112virus,194_0,Clustered,19,VC_194_0,19,0.8436,1.0,0.8436,2,1,1,1.0
1523,Pseudomonas~virus~PMG1,Caudovirales,Siphoviridae,D3virus,40_2,Clustered,2,VC_40_2,2,0.2632,0.94736842,0.2494,1,1,1,1.0
1524,Pseudomonas~virus~PaP3,Caudovirales,Podoviridae,Luz24virus,220_0,Clustered,12,VC_220_0,12,0.947,1.0,0.947,5,1,1,1.0
1525,Pseudomonas~virus~Yua,Caudovirales,Siphoviridae,Yuavirus,2_0,Clustered,5,VC_2_0,5,0.5068,0.99999986,0.5068,1,1,1,1.0
1526,Pseudomonas~virus~phi6,Unassigned,Cystoviridae,Cystovirus,337_0,Clustered,2,VC_337_0,2,0.6548,0.73644752,0.4823,1,1,1,1.0
1527,Pseudomonas~virus~phiCTX,Caudovirales,Myoviridae,P2virus,68_0,Clustered,29,VC_68_0,29,0.839,1.0,0.839,2,1,1,1.0
1528,Pseudomonas~virus~phiKZ,Caudovirales,Myoviridae,Phikzvirus,238_0,Clustered,3,VC_238_0,3,0.1682,0.99657854,0.1677,1,1,1,1.0
1529,Puniceispirillum~phage~HMO-2011,Caudovirales,Podoviridae,Unassigned,208_0,Clustered,2,VC_208_0,2,0.7182,0.0,0.0,1,1,1,1.0
1530,Pyrobaculum~spherical~virus,Unassigned,Globuloviridae,Globulovirus,338_0,Clustered,2,VC_338_0,2,1.0,0.0,0.0,1,1,1,1.0
1531,Ralstonia~phage~PE226,Unassigned,Inoviridae,Unassigned,341_0,Clustered,2,VC_341_0,2,0.5716,0.65422141,0.3739,1,1,1,1.0
1532,Ralstonia~phage~RS603,Unassigned,Inoviridae,Habenivirus,339_0,Clustered,3,VC_339_0,3,0.9365,0.9,0.8428,1,1,1,1.0
1533,Ralstonia~phage~RSB1,Caudovirales,Podoviridae,Unassigned,65_0,Clustered,15,VC_65_0,15,0.7261,1.0,0.7261,6,1,1,1.0
1534,Ralstonia~phage~RSB2,Caudovirales,Podoviridae,Teseptimavirus,218_0,Clustered,60,VC_218_0,60,0.9833,1.0,0.9833,4,1,1,1.0
1535,Ralstonia~phage~RSJ2,Caudovirales,Podoviridae,Unassigned,65_0,Clustered,15,VC_65_0,15,0.7261,1.0,0.7261,6,1,1,1.0
1536,Ralstonia~phage~RSJ5,Caudovirales,Podoviridae,Unassigned,65_0,Clustered,15,VC_65_0,15,0.7261,1.0,0.7261,6,1,1,1.0
1537,Ralstonia~phage~RSM1,Unassigned,Inoviridae,Habenivirus,339_0,Clustered,3,VC_339_0,3,0.9365,0.9,0.8428,1,1,1,1.0
1538,Ralstonia~phage~RSM3,Unassigned,Inoviridae,Habenivirus,339_0,Clustered,3,VC_339_0,3,0.9365,0.9,0.8428,1,1,1,1.0
1539,Ralstonia~phage~RSS0,Unassigned,Inoviridae,Unassigned,340_0,Clustered,3,VC_340_0,3,0.851,0.95025401,0.8087,1,1,1,1.0
1540,Ralstonia~phage~RSS1,Unassigned,Inoviridae,Unassigned,340_0,Clustered,3,VC_340_0,3,0.851,0.95025401,0.8087,1,1,1,1.0
1541,Ralstonia~phage~RSS20,Unassigned,Inoviridae,Unassigned,340_0,Clustered,3,VC_340_0,3,0.851,0.95025401,0.8087,1,1,1,1.0
1542,Ralstonia~phage~RSY1,Caudovirales,Myoviridae,Peduovirus,68_0,Clustered,29,VC_68_0,29,0.839,1.0,0.839,2,1,1,1.0
1543,Ralstonia~phage~p12J,Unassigned,Inoviridae,Unassigned,341_0,Clustered,2,VC_341_0,2,0.5716,0.65422141,0.3739,1,1,1,1.0
1544,Ralstonia~virus~RSA1,Caudovirales,Myoviridae,P2virus,68_0,Clustered,29,VC_68_0,29,0.839,1.0,0.839,2,1,1,1.0
1545,Rhizobium~phage~16-3,Caudovirales,Siphoviridae,Unassigned,181_0,Clustered,2,VC_181_0,2,0.7471,0.5,0.3736,1,1,1,1.0
1546,Rhizobium~phage~RHEph04,Caudovirales,Myoviridae,Rheph4virus,41_0,Clustered,2,VC_41_0,2,0.4502,0.90454986,0.4072,2,1,1,1.0
1547,Rhizobium~phage~RHEph06,Caudovirales,Myoviridae,Kleczkowskavirus,41_0,Clustered,2,VC_41_0,2,0.4502,0.90454986,0.4072,2,1,1,1.0
1548,Rhizobium~phage~RHEph10,Caudovirales,Siphoviridae,Nickievirus,135_0,Clustered,3,VC_135_0,3,0.9274,0.96428571,0.8943,1,1,1,1.0
1549,Rhizobium~phage~RR1-A,Caudovirales,Myoviridae,Unassigned,103_0,Clustered,2,VC_103_0,2,0.5895,0.5,0.2948,1,1,1,1.0
